"is_legendary","ndex","species","forme","gender","type1","type2","ability","weight_kg","height_m","nature","hp","attack","defense","spattack","spdefense","speed","Move.1","Move.2","Move.3","Move.4"
0,1,"Bulbasaur","Bulbasaur",1,"Grass","Poison","Overgrow",5.77,0.92,"Docile",231,107,114,159,141,95,"Double-Edge","Worry Seed","Synthesis","Seed Bomb"
0,277,"Swellow","Swellow",0,"Normal","Flying","Guts",18.54,0.76,"Hardy",246,197,135,182,108,279,"Air Slash","Endeavor","Brave Bird","Reversal"
1,243,"Raikou","Raikou",NA,"Electric",NA,"Pressure",176.7,1.81,"Quiet",321,184,186,292,221,228,"Extrasensory","Rain Dance","Calm Mind","Thunder"
0,594,"Alomomola","Alomomola",0,"Water",NA,"Healer",30.88,0.71,"Mild",448,183,155,125,114,141,"Helping Hand","Healing Wish","Wide Guard","Hydro Pump"
0,560,"Scrafty","Scrafty",1,"Dark","Fighting","Moxie",30.97,1.05,"Lax",259,202,289,101,239,136,"Facade","Rock Climb","Focus Punch","Head Smash"
0,752,"Araquanid","Araquanid",1,"Water","Bug","Water Absorb",79.99,2.29,"Careful",263,166,217,120,298,112,"Lunge","Mirror Coat","Liquidation","Entrainment"
0,678,"Meowstic","Meowstic (Female)",0,"Psychic",NA,"Keen Eye",7.62,0.62,"Jolly",285,125,182,154,167,242,"Signal Beam","Sucker Punch","Future Sight","Stored Power"
0,782,"Jangmo-o","Jangmo-o",1,"Dragon",NA,"Bulletproof",27.89,0.68,"Brave",205,134,155,119,100,103,"Dragon Claw","Noble Roar","Dragon Dance","Outrage"
0,354,"Banette","Banette (Mega Banette)",1,"Ghost",NA,"Prankster",13.48,0.85,"Relaxed",255,350,196,201,195,156,"Snatch","Grudge","Trick","Phantom Force"
0,676,"Furfrou","Furfrou (Kabuki Trim)",1,"Normal",NA,"Fur Coat",30.34,0.88,"Naive",288,168,136,151,172,234,"Take Down","Charm","Sucker Punch","Cotton Guard"
1,639,"Terrakion","Terrakion",NA,"Rock","Fighting","Justified",257.89,1.91,"Timid",307,240,216,180,189,277,"Quick Guard","Work Up","Stone Edge","Close Combat"
1,482,"Azelf","Azelf",NA,"Psychic",NA,"Levitate",0.14,0.33,"Lax",291,255,159,261,158,266,"Extrasensory","Last Resort","Natural Gift","Explosion"
1,789,"Cosmog","Cosmog",NA,"Psychic",NA,"Unaware",0.12,0.02,"Timid",220,84,98,66,98,86,"Teleport","Splash",NA,NA
0,666,"Vivillon","Vivillon (Icy Snow Pattern)",1,"Bug","Flying","Compound Eyes",17.84,0.74,"Quiet",292,127,123,210,130,185,"Safeguard","Quiver Dance","Hurricane","Powder"
0,26,"Raichu","Raichu",0,"Electric",NA,"Lightning Rod",26.65,0.32,"Docile",232,206,143,201,177,252,"Quick Attack","Tail Whip","Thunderbolt","Thunder Shock"
0,666,"Vivillon","Vivillon (Icy Snow Pattern)",1,"Bug","Flying","Friend Guard",16.16,1.28,"Quirky",280,113,130,190,136,209,"Safeguard","Quiver Dance","Hurricane","Powder"
0,261,"Poochyena","Poochyena",0,"Dark",NA,"Run Away",14.04,0.91,"Timid",197,108,101,92,66,112,"Yawn","Take Down","Sucker Punch","Play Rough"
0,500,"Emboar","Emboar",0,"Fire","Fighting","Reckless",142.84,2.01,"Adamant",333,301,140,189,163,146,"Flamethrower","Head Smash","Roar","Flare Blitz"
0,365,"Walrein","Walrein",0,"Ice","Water","Oblivious",154.21,1.55,"Quiet",344,186,205,235,195,131,"Snore","Hail","Blizzard","Sheer Cold"
0,168,"Ariados","Ariados",1,"Bug","Poison","Swarm",31.93,1.2,"Adamant",255,228,153,112,158,91,"Poison Jab","Cross Poison","Sticky Web","Toxic Thread"
0,15,"Beedrill","Beedrill (Mega Beedrill)",0,"Bug","Poison","Adaptability",39.31,1.77,"Modest",254,284,108,55,190,315,"Poison Jab","Agility","Endeavor","Fell Stinger"
0,405,"Luxray","Luxray",1,"Electric",NA,"Intimidate",40.92,1.34,"Lax",286,268,195,222,171,159,"Scary Face","Discharge","Wild Charge","Electric Terrain"
0,738,"Vikavolt","Vikavolt (1)",0,"Bug","Electric","Levitate",45.72,1.36,"Naughty",287,188,187,302,163,119,"Bug Buzz","Dig","Zap Cannon","Agility"
0,153,"Bayleef","Bayleef",1,"Grass",NA,"Overgrow",15.64,1.53,"Impish",233,157,195,133,194,146,"Body Slam","Safeguard","Aromatherapy","Solar Beam"
0,284,"Masquerain","Masquerain",0,"Bug","Flying","Intimidate",2.67,0.62,"Bashful",268,138,131,209,188,189,"Air Slash","Bug Buzz","Whirlwind","Quiver Dance"
0,25,"Pikachu","Pikachu (Sinnoh Cap)",1,"Electric",NA,"Static",5.85,0.48,"Serious",196,125,103,131,119,199,"Agility","Wild Charge","Light Screen","Thunder"
0,678,"Meowstic","Meowstic (Female)",0,"Psychic",NA,"Infiltrator",10.16,0.89,"Bold",261,98,205,185,179,235,"Signal Beam","Sucker Punch","Future Sight","Stored Power"
0,447,"Riolu","Riolu",1,"Fighting",NA,"Prankster",20.8,0.61,"Relaxed",219,147,101,86,93,117,"Screech","Reversal","Nasty Plot","Final Gambit"
0,317,"Swalot","Swalot",1,"Poison",NA,"Sticky Hold",84.86,1.69,"Relaxed",338,181,193,173,176,126,"Gastro Acid","Belch","Wring Out","Gunk Shot"
0,438,"Bonsly","Bonsly",0,"Rock",NA,"Rock Head",13.71,0.49,"Brave",217,196,195,33,113,22,"Rock Slide","Counter","Sucker Punch","Double-Edge"
1,638,"Cobalion","Cobalion",NA,"Steel","Fighting","Justified",259.86,2.11,"Brave",310,237,294,187,180,208,"Quick Guard","Work Up","Metal Burst","Close Combat"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",4.39,0.32,"Hardy",210,169,116,168,125,107,"Hidden Power",NA,NA,NA
0,586,"Sawsbuck","Sawsbuck (Winter Form)",0,"Normal","Grass","Serene Grace",85.82,2.06,"Brave",294,255,176,147,173,182,"Charm","Nature Power","Double-Edge","Solar Beam"
0,257,"Blaziken","Blaziken (Mega Blaziken)",1,"Fire","Fighting","Speed Boost",55.91,2.16,"Bashful",279,345,174,268,195,228,"Slash","Brave Bird","Sky Uppercut","Flare Blitz"
0,24,"Arbok","Arbok",0,"Poison",NA,"Shed Skin",67.75,3.54,"Sassy",253,223,160,135,203,158,"Belch","Haze","Coil","Gunk Shot"
0,132,"Ditto","Ditto",NA,"Normal",NA,"Imposter",3.42,0.45,"Impish",214,111,137,107,110,130,"Transform",NA,NA,NA
0,236,"Tyrogue","Tyrogue",1,"Fighting",NA,"Steadfast",20.89,0.92,"Jolly",204,84,89,93,79,103,"Fake Out","Foresight","Tackle","Helping Hand"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",41.92,0.14,"Lonely",248,152,194,129,214,140,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,227,"Skarmory","Skarmory",1,"Steel","Flying","Keen Eye",49.74,1.96,"Lax",246,191,336,114,130,152,"Metal Sound","Air Slash","Autotomize","Night Slash"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",39.86,0.37,"Naive",254,135,208,153,193,159,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,323,"Camerupt","Camerupt (Mega Camerupt)",1,"Fire","Ground","Sheer Force",318.51,2.25,"Hardy",267,266,234,299,239,58,"Yawn","Earthquake","Eruption","Fissure"
1,649,"Genesect","Genesect (Genesect)",NA,"Bug","Steel","Download",78,1.93,"Calm",283,248,219,245,248,226,"Simple Beam","Zap Cannon","Hyper Beam","Self-Destruct"
0,410,"Shieldon","Shieldon",0,"Rock","Steel","Shed Skin",54.83,0.55,"Relaxed",199,107,276,96,190,75,"Endure","Metal Burst","Iron Head","Heavy Slam"
0,540,"Sewaddle","Sewaddle",0,"Bug","Grass","Overcoat",2.32,0.44,"Hasty",228,120,139,94,150,121,"Endure","Sticky Web","Bug Buzz","Flail"
0,594,"Alomomola","Alomomola",0,"Water",NA,"Healer",33.78,1.22,"Serious",442,176,191,106,98,165,"Helping Hand","Healing Wish","Wide Guard","Hydro Pump"
0,473,"Mamoswine","Mamoswine",0,"Ice","Ground","Snow Cloak",301.65,3.49,"Adamant",339,319,184,135,146,192,"Thrash","Earthquake","Blizzard","Scary Face"
0,474,"Porygon-Z","Porygon-Z",NA,"Normal",NA,"Adaptability",32.23,0.84,"Quiet",310,180,165,302,172,174,"Tri Attack","Magic Coat","Zap Cannon","Hyper Beam"
1,718,"Zygarde","Zygarde (10% Forme)",NA,"Dragon","Ground","Power Construct",33.39,0.65,"Naive",249,217,164,158,178,292,"Camouflage","Dragon Pulse","Coil","Outrage"
1,648,"Meloetta","Meloetta (Aria Forme)",NA,"Normal","Psychic","Serene Grace",5.02,0.46,"Docile",328,170,190,292,264,216,"Hyper Voice","Role Play","Close Combat","Perish Song"
0,397,"Staravia","Staravia",0,"Normal","Flying","Reckless",15.61,0.77,"Adamant",249,181,136,90,104,186,"Take Down","Agility","Brave Bird","Final Gambit"
0,25,"Pikachu","Pikachu (Alola Cap)",1,"Electric",NA,"Static",7.03,0.11,"Relaxed",196,127,126,107,135,168,"Agility","Wild Charge","Light Screen","Thunder"
1,485,"Heatran","Heatran",0,"Fire","Steel","Flash Fire",428.37,2.06,"Impish",323,216,243,264,244,190,"Earth Power","Heat Wave","Stone Edge","Magma Storm"
1,645,"Landorus","Landorus (Incarnate Forme)",1,"Ground","Flying","Sand Force",68.75,1.84,"Serious",319,286,216,264,192,238,"Fissure","Stone Edge","Hammer Arm","Outrage"
0,97,"Hypno","Hypno",0,"Psychic",NA,"Insomnia",74.94,1.71,"Jolly",282,171,146,162,261,157,"Psychic","Nasty Plot","Psyshock","Future Sight"
0,715,"Noivern","Noivern",0,"Flying","Dragon","Infiltrator",87.18,1.27,"Naive",288,171,193,228,162,302,"Air Slash","Hurricane","Dragon Pulse","Boomburst"
0,299,"Nosepass","Nosepass",0,"Rock",NA,"Sand Force",96.65,0.85,"Calm",185,102,303,117,235,81,"Earth Power","Stone Edge","Lock-On","Zap Cannon"
0,413,"Wormadam","Wormadam (Trash Cloak)",0,"Bug","Steel","Anticipation",6.93,0.28,"Calm",239,139,220,151,229,99,"Attract","Psychic","Iron Head","Bug Buzz"
0,198,"Murkrow","Murkrow",0,"Dark","Flying","Prankster",1.8,0.57,"Gentle",260,192,100,193,129,205,"Tailwind","Sucker Punch","Torment","Quash"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",40.59,0.24,"Modest",259,137,229,157,236,143,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,570,"Zorua","Zorua",1,"Dark",NA,"Illusion",12.53,0.75,"Hardy",216,137,109,172,108,150,"Punishment","Nasty Plot","Imprison","Night Daze"
0,712,"Bergmite","Bergmite",1,"Ice",NA,"Sturdy",95.7,0.83,"Hasty",221,144,170,74,79,94,"Avalanche","Blizzard","Recover","Double-Edge"
0,409,"Rampardos","Rampardos",1,"Rock",NA,"Sturdy",104.03,2.55,"Relaxed",330,338,147,135,110,112,"Ancient Power","Zen Headbutt","Screech","Head Smash"
0,25,"Pikachu","Pikachu (Original Cap)",1,"Electric",NA,"Lightning Rod",6.53,0.42,"Jolly",184,118,114,104,110,232,"Agility","Wild Charge","Light Screen","Thunder"
0,318,"Carvanha","Carvanha",1,"Water","Dark","Speed Boost",23.26,0.92,"Brave",205,222,57,160,60,144,"Poison Fang","Crunch","Agility","Take Down"
0,617,"Accelgor","Accelgor",0,"Bug",NA,"Sticky Hold",24.17,0.65,"Quirky",294,146,87,228,126,324,"Bug Buzz","Recover","Power Swap","Final Gambit"
0,773,"Silvally","Silvally (Type: Electric)",NA,"Electric",NA,"RKS System",108.89,2.61,"Naive",329,201,223,223,189,236,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,581,"Swanna","Swanna",1,"Water","Flying","Hydration",22.52,1.4,"Lax",267,200,156,198,144,215,"Rain Dance","Tailwind","Brave Bird","Hurricane"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",39.34,0.56,"Docile",248,151,214,129,223,130,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,271,"Lombre","Lombre",1,"Water","Grass","Rain Dish",33.66,1.37,"Hardy",245,113,116,147,175,123,"Uproar","Knock Off","Zen Headbutt","Hydro Pump"
1,718,"Zygarde","Zygarde (10% Forme)",NA,"Dragon","Ground","Power Construct",33.24,0.07,"Timid",249,205,162,158,206,282,"Camouflage","Dragon Pulse","Coil","Outrage"
0,65,"Alakazam","Alakazam (Mega Alakazam)",1,"Psychic",NA,"Trace",46.49,0.83,"Jolly",224,110,158,329,199,353,"Psychic","Calm Mind","Future Sight","Trick"
0,15,"Beedrill","Beedrill",0,"Bug","Poison","Swarm",28.99,1.01,"Careful",265,204,99,90,215,178,"Poison Jab","Agility","Endeavor","Fell Stinger"
0,761,"Bounsweet","Bounsweet",0,"Grass",NA,"Sweet Veil",3.04,0.36,"Calm",207,78,100,79,93,90,"Magical Leaf","Teeter Dance","Flail","Aromatic Mist"
0,370,"Luvdisc","Luvdisc",0,"Water",NA,"Swift Swim",8.97,0.47,"Jolly",210,91,123,101,151,242,"Aqua Ring","Soak","Hydro Pump","Safeguard"
0,191,"Sunkern","Sunkern",1,"Grass",NA,"Solar Power",1.67,0.3,"Naughty",185,77,71,77,59,94,"Solar Beam","Double-Edge","Sunny Day","Seed Bomb"
0,58,"Growlithe","Growlithe",0,"Fire",NA,"Intimidate",19.53,0.99,"Careful",239,150,107,156,116,150,"Crunch","Heat Wave","Outrage","Flare Blitz"
0,773,"Silvally","Silvally (Type: Bug)",NA,"Bug",NA,"RKS System",98.62,2.12,"Mild",328,201,176,234,225,219,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,93,"Haunter","Haunter",0,"Ghost","Poison","Levitate",0.14,1.32,"Rash",219,117,100,292,115,219,"Dark Pulse","Destiny Bond","Hex","Nightmare"
0,772,"Type: Null","Type: Null",NA,"Normal",NA,"Battle Armor",117.35,1.32,"Lonely",330,218,175,195,226,150,"Razor Wind","Tri Attack","Double-Edge","Heal Block"
0,125,"Electabuzz","Electabuzz",1,"Electric",NA,"Vital Spirit",27.58,0.51,"Docile",250,178,140,220,186,229,"Discharge","Screech","Thunderbolt","Thunder"
0,140,"Kabuto","Kabuto",1,"Rock","Water","Battle Armor",11.45,0.48,"Gentle",185,169,180,126,114,120,"Mega Drain","Metal Sound","Ancient Power","Wring Out"
0,767,"Wimpod","Wimpod",1,"Bug","Water","Wimp Out",13.12,0.22,"Hasty",183,81,77,65,71,215,"Struggle Bug","Sand Attack",NA,NA
1,646,"Kyurem","Kyurem (White Kyurem)",NA,"Dragon","Ice","Turboblaze",324.49,4.87,"Bold",370,248,224,358,236,226,"Endeavor","Blizzard","Outrage","Hyper Voice"
0,19,"Rattata","Rattata (Alola Form)",0,"Dark","Normal","Thick Fat",3.91,0.4,"Sassy",199,122,75,69,83,162,"Sucker Punch","Super Fang","Double-Edge","Endeavor"
0,223,"Remoraid","Remoraid",1,"Water",NA,"Moody",11.61,0.96,"Relaxed",184,151,113,142,94,128,"Bullet Seed","Hydro Pump","Hyper Beam","Soak"
0,52,"Meowth","Meowth",1,"Normal",NA,"Unnerve",4.58,0.7,"Adamant",207,116,101,81,99,199,"Assurance","Captivate","Night Slash","Feint"
0,782,"Jangmo-o","Jangmo-o",0,"Dragon",NA,"Soundproof",28.2,0.43,"Hasty",209,125,128,115,103,137,"Dragon Claw","Noble Roar","Dragon Dance","Outrage"
0,44,"Gloom","Gloom",0,"Grass","Poison","Chlorophyll",8.21,0.45,"Impish",246,145,171,167,178,86,"Natural Gift","Petal Blizzard","Grassy Terrain","Petal Dance"
1,249,"Lugia","Lugia",NA,"Psychic","Flying","Multiscale",227.21,5.2,"Brave",341,231,296,186,344,230,"Future Sight","Natural Gift","Calm Mind","Sky Attack"
0,270,"Lotad","Lotad",0,"Water","Grass","Own Tempo",1.92,0.22,"Bashful",208,65,85,96,131,79,"Rain Dance","Giga Drain","Zen Headbutt","Energy Ball"
0,104,"Cubone","Cubone",1,"Ground",NA,"Battle Armor",7.12,0.07,"Calm",234,113,195,87,118,81,"Endeavor","Double-Edge","Retaliate","Bone Rush"
0,252,"Treecko","Treecko",1,"Grass",NA,"Unburden",4.98,0.38,"Lonely",198,137,79,139,119,164,"Energy Ball","Quick Guard","Endeavor","Screech"
0,401,"Kricketot","Kricketot",0,"Bug",NA,"Run Away",2.53,0.5,"Docile",196,60,96,86,105,66,"Struggle Bug","Bug Bite","Growl","Bide"
0,212,"Scizor","Scizor",1,"Bug","Steel","Light Metal",114.35,1.48,"Mild",277,268,203,133,191,161,"Double Hit","Iron Head","Swords Dance","Feint"
0,353,"Shuppet","Shuppet",1,"Ghost",NA,"Frisk",2.94,0.59,"Mild",199,183,71,163,88,124,"Snatch","Grudge","Trick","Phantom Force"
0,778,"Mimikyu","Mimikyu (2)",1,"Ghost","Fairy","Disguise",0.52,0.31,"Lax",239,219,170,218,118,262,"Shadow Claw","Hone Claws","Play Rough","Pain Split"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",39.27,0.37,"Sassy",257,135,210,141,243,131,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,759,"Stufful","Stufful",0,"Normal","Fighting","Fluffy",6.65,0.71,"Careful",254,173,116,106,126,118,"Thrash","Pain Split","Double-Edge","Superpower"
0,525,"Boldore","Boldore",0,"Rock",NA,"Weak Armor",100.11,0.88,"Gentle",254,224,199,115,101,74,"Stealth Rock","Sandstorm","Stone Edge","Explosion"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",5.3,0.51,"Hasty",223,160,111,176,125,125,"Hidden Power",NA,NA,NA
1,787,"Tapu Bulu","Tapu Bulu",NA,"Grass","Fairy","Grassy Surge",47.79,2.29,"Naughty",281,325,266,196,203,162,"Nature’s Madness","Zen Headbutt","Megahorn","Skull Bash"
0,357,"Tropius","Tropius",0,"Grass","Flying","Chlorophyll",98.79,1.38,"Lax",309,146,205,180,162,115,"Bestow","Synthesis","Solar Beam","Leaf Storm"
0,530,"Excadrill","Excadrill",1,"Ground","Steel","Sand Force",40.62,0.84,"Docile",359,291,139,136,151,204,"Swords Dance","Sandstorm","Drill Run","Fissure"
0,52,"Meowth","Meowth",0,"Normal",NA,"Unnerve",2.54,0.53,"Sassy",212,113,97,94,110,187,"Assurance","Captivate","Night Slash","Feint"
0,25,"Pikachu","Pikachu (Kalos Cap)",1,"Electric",NA,"Static",6.59,0.13,"Mild",193,140,81,145,128,216,"Agility","Wild Charge","Light Screen","Thunder"
0,610,"Axew","Axew",1,"Dragon",NA,"Rivalry",18.79,0.63,"Bashful",211,182,150,70,113,147,"Swords Dance","Guillotine","Outrage","Giga Impact"
0,735,"Gumshoos","Gumshoos (1)",0,"Normal",NA,"Stakeout",13.82,0.84,"Lonely",310,273,126,145,133,97,"Hyper Fang","Yawn","Thrash","Rest"
0,547,"Whimsicott","Whimsicott",0,"Grass","Fairy","Chlorophyll",7.25,0.92,"Calm",256,143,204,184,176,254,"Gust","Tailwind","Hurricane","Moonblast"
0,99,"Kingler","Kingler",0,"Water",NA,"Hyper Cutter",60.31,1.15,"Serious",241,277,248,107,125,178,"Slam","Brine","Crabhammer","Flail"
0,11,"Metapod","Metapod",1,"Bug",NA,"Shed Skin",7.74,0.76,"Sassy",230,58,146,73,67,77,"Harden",NA,NA,NA
0,681,"Aegislash","Aegislash (Shield Forme)",1,"Steel","Ghost","Stance Change",54.51,1.99,"Gentle",261,119,296,109,353,149,"Iron Defense","Slash","Head Smash","Night Slash"
0,466,"Electivire","Electivire",1,"Electric",NA,"Motor Drive",142.77,0.98,"Impish",267,258,170,180,196,221,"Thunderbolt","Thunder","Giga Impact","Electric Terrain"
0,369,"Relicanth","Relicanth",0,"Water","Rock","Rock Head",23.12,0.46,"Calm",326,189,295,118,181,122,"Rest","Hydro Pump","Double-Edge","Head Smash"
1,718,"Zygarde","Zygarde (10% Forme)",NA,"Dragon","Ground","Power Construct",34.88,1.08,"Serious",249,225,178,136,206,262,"Camouflage","Dragon Pulse","Coil","Outrage"
1,798,"Kartana","Kartana",NA,"Grass","Steel","Beast Boost",0.09,0.14,"Relaxed",259,398,294,136,98,225,"Detect","Air Slash","Psycho Cut","Guillotine"
0,732,"Trumbeak","Trumbeak",1,"Normal","Flying","Keen Eye",14.04,0.58,"Jolly",241,182,131,96,124,172,"Drill Peck","Bullet Seed","Feather Dance","Hyper Voice"
0,428,"Lopunny","Lopunny (Mega Lopunny)",0,"Normal","Fighting","Scrappy",31.25,1.4,"Modest",258,262,218,133,205,277,"Entrainment","Bounce","Healing Wish","High Jump Kick"
0,345,"Lileep","Lileep",1,"Rock","Grass","Storm Drain",24.21,1.63,"Rash",244,93,185,140,187,59,"Stockpile","Spit Up","Swallow","Wring Out"
0,591,"Amoonguss","Amoonguss",1,"Grass","Poison","Regenerator",9.7,0.48,"Serious",353,187,145,190,185,67,"Clear Smog","Solar Beam","Rage Powder","Spore"
0,94,"Gengar","Gengar",1,"Ghost","Poison","Cursed Body",38.96,1.3,"Quiet",252,152,146,301,170,203,"Dark Pulse","Destiny Bond","Hex","Nightmare"
0,338,"Solrock","Solrock",NA,"Rock","Psychic","Levitate",155.61,1.07,"Lax",297,211,211,115,135,153,"Stone Edge","Solar Beam","Explosion","Wonder Room"
0,776,"Turtonator","Turtonator",1,"Fire","Dragon","Shell Armor",210.36,2.3,"Hasty",234,180,270,207,199,100,"Dragon Pulse","Shell Trap","Overheat","Explosion"
0,443,"Gible","Gible",1,"Dragon","Ground","Sand Veil",21.25,0.71,"Lax",226,175,114,114,106,98,"Slash","Dragon Claw","Dig","Dragon Rush"
0,425,"Drifloon","Drifloon",1,"Ghost","Flying","Flare Boost",1.14,0.32,"Timid",298,113,88,126,104,173,"Shadow Ball","Amnesia","Baton Pass","Explosion"
0,374,"Beldum","Beldum",NA,"Steel","Psychic","Clear Body",91.01,0.61,"Naive",193,122,173,93,126,100,"Take Down",NA,NA,NA
0,326,"Grumpig","Grumpig",0,"Psychic",NA,"Own Tempo",72.61,0.37,"Bashful",285,123,164,197,226,186,"Psyshock","Payback","Psychic","Bounce"
0,373,"Salamence","Salamence",0,"Dragon","Flying","Intimidate",100.41,1.29,"Bold",301,273,193,245,194,236,"Zen Headbutt","Scary Face","Flamethrower","Double-Edge"
0,38,"Ninetales","Ninetales",0,"Fire",NA,"Drought",17.83,0.84,"Impish",277,171,201,178,229,225,"Safeguard","Nasty Plot","Flamethrower","Imprison"
0,509,"Purrloin","Purrloin",1,"Dark",NA,"Unburden",10.73,0.13,"Calm",198,117,89,109,102,151,"Snatch","Nasty Plot","Sucker Punch","Play Rough"
0,340,"Whiscash","Whiscash",1,"Water","Ground","Anticipation",23.44,0.45,"Jolly",338,167,174,144,161,162,"Earthquake","Muddy Water","Future Sight","Fissure"
0,128,"Tauros","Tauros",1,"Normal",NA,"Intimidate",88,1.54,"Calm",281,197,221,86,170,243,"Take Down","Swagger","Thrash","Giga Impact"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",4.39,0.69,"Quirky",206,179,116,155,126,125,"Hidden Power",NA,NA,NA
0,508,"Stoutland","Stoutland",0,"Normal",NA,"Intimidate",61.02,0.81,"Brave",281,250,202,107,214,175,"Reversal","Last Resort","Giga Impact","Play Rough"
0,667,"Litleo","Litleo",1,"Fire","Normal","Unnerve",11.76,0.77,"Modest",254,117,128,195,134,173,"Crunch","Hyper Voice","Incinerate","Overheat"
1,649,"Genesect","Genesect (Genesect)",NA,"Bug","Steel","Download",82.72,1.82,"Modest",283,232,198,289,226,234,"Simple Beam","Zap Cannon","Hyper Beam","Self-Destruct"
0,676,"Furfrou","Furfrou (Heart Trim)",0,"Normal",NA,"Fur Coat",27.92,1.42,"Gentle",274,181,117,156,216,232,"Take Down","Charm","Sucker Punch","Cotton Guard"
0,702,"Dedenne","Dedenne",1,"Electric","Fairy","Pickup",2.58,0.07,"Naughty",263,166,125,187,152,236,"Entrainment","Play Rough","Thunder","Discharge"
0,1,"Bulbasaur","Bulbasaur",1,"Grass","Poison","Overgrow",6.64,0.84,"Gentle",205,128,109,164,158,122,"Double-Edge","Worry Seed","Synthesis","Seed Bomb"
0,50,"Diglett","Diglett (Alola Form)",0,"Ground","Steel","Sand Force",1.07,0.14,"Gentle",149,117,72,85,133,212,"Dig","Iron Head","Earthquake","Fissure"
0,319,"Sharpedo","Sharpedo (Mega Sharpedo)",1,"Water","Dark","Strong Jaw",125.57,2.45,"Calm",265,282,165,233,174,235,"Agility","Skull Bash","Taunt","Night Slash"
0,219,"Magcargo","Magcargo",1,"Fire","Rock","Flame Body",55.41,0.64,"Serious",242,105,269,186,194,78,"Body Slam","Recover","Flamethrower","Earth Power"
0,40,"Wigglytuff","Wigglytuff",0,"Normal","Fairy","Frisk",12.53,1.37,"Hardy",413,176,115,184,105,96,"Sing","Double-Edge","Disable","Double Slap"
0,359,"Absol","Absol",0,"Dark",NA,"Justified",47.88,0.74,"Mild",265,290,117,199,149,164,"Sucker Punch","Razor Wind","Future Sight","Perish Song"
0,394,"Prinplup","Prinplup",1,"Water",NA,"Defiant",23.11,0.82,"Bashful",246,140,148,197,188,113,"Whirlpool","Mist","Drill Peck","Hydro Pump"
0,423,"Gastrodon","Gastrodon (West Sea)",1,"Water","Ground","Storm Drain",32.17,0.43,"Brave",349,200,164,218,199,90,"Rain Dance","Body Slam","Muddy Water","Recover"
0,113,"Chansey","Chansey",0,"Normal",NA,"Healer",38.88,1.1,"Bold",624,19,35,80,234,132,"Egg Bomb","Light Screen","Healing Wish","Double-Edge"
0,109,"Koffing","Koffing",1,"Poison",NA,"Levitate",0.95,0.2,"Adamant",219,158,216,115,106,84,"Explosion","Destiny Bond","Belch","Memento"
0,15,"Beedrill","Beedrill",1,"Bug","Poison","Swarm",27.83,0.85,"Serious",248,188,87,122,176,159,"Poison Jab","Agility","Endeavor","Fell Stinger"
1,794,"Buzzwole","Buzzwole",NA,"Bug","Fighting","Beast Boost",327.85,3,"Quiet",347,314,294,156,137,174,"Lunge","Dynamic Punch","Superpower","Focus Punch"
0,15,"Beedrill","Beedrill (Mega Beedrill)",1,"Bug","Poison","Adaptability",38.62,1.52,"Quiet",255,329,99,44,168,266,"Poison Jab","Agility","Endeavor","Fell Stinger"
0,707,"Klefki","Klefki",1,"Steel","Fairy","Magician",2.9,0.08,"Careful",237,187,200,159,204,156,"Recycle","Play Rough","Magic Room","Heal Block"
0,562,"Yamask","Yamask",0,"Ghost",NA,"Mummy",1.45,0.23,"Quiet",201,85,206,143,137,78,"Shadow Ball","Grudge","Mean Look","Destiny Bond"
0,217,"Ursaring","Ursaring",0,"Normal",NA,"Quick Feet",129.04,2.05,"Relaxed",302,279,179,163,183,124,"Rest","Snore","Thrash","Hammer Arm"
0,262,"Mightyena","Mightyena",1,"Dark",NA,"Intimidate",37.87,0.96,"Docile",265,193,162,125,139,160,"Yawn","Take Down","Sucker Punch","Play Rough"
0,748,"Toxapex","Toxapex",1,"Poison","Water","Limber",15.28,0.83,"Calm",220,130,315,130,326,101,"Poison Jab","Venom Drench","Pin Missile","Liquidation"
0,124,"Jynx","Jynx",0,"Ice","Psychic","Oblivious",41.25,1.4,"Docile",257,107,83,260,204,196,"Body Slam","Wring Out","Perish Song","Blizzard"
0,536,"Palpitoad","Palpitoad",0,"Water","Ground","Hydration",19.5,0.73,"Relaxed",271,159,139,137,137,149,"Flail","Echoed Voice","Hydro Pump","Hyper Voice"
